Unique_ID,Site,Country,Country-Code,County,Region,Latitude,Longitude,Alt_(masl),Modelled_Mean_Annual_Precipitation_(MAP)_(‰),Underlying_Geology,Simplified_Geology,Environment,Date,Date_Category,Element_Sampled,Bone/Tooth,Grave/ID number,Skeleton/Lab_ID,Sk_Age,Age_Category,Sex,Gender,d13C,Measured_O-carb_PDB,O-carb_SMOW,O-PO4_SMOW_Iacumin,O-PO4_SMOW_Measured/Chenery_2012,Chenery_2010_correction,O-dw-SMOW_Levinson,O-dw-SMOW_Chenery_2012,T/degC_Levinson,T/degC_Chenery,87Sr/86Sr,Δ18OMAP-dw_Levinson,Δ18OMAP-dw_Chenery,Δ18Odw-MAP_Levinson,Δ18Odw-MAP_Chenery,Reference
OSR_1112,Birka,Sweden,9,Adelsö,,59.33041667,17.54194444,8,-10.8,"Metagreywacke, mica schist, graphite- and / or sulphide-bearing schist, paragneiss, migmatite, quartzite, amphibolite",Volcanic/Metamorphic,Fiordland,Viking,F,unknown,Tooth,F7753,512b,15-19,M3/4,U,M,-15.8,-3,27.8,18.8,19,17.4,-4.4,-4.4,16.8,16.9,0.7176,-6.4,-6.4,6.4,6.4,"Price TD, Arcini C, Gustin I, Drenzel L, and Kalmring S (2018). ""Isotopes and human burials at Viking Age Birka and the Mälaren region, east central Sweden."" Journal of Anthropological Archaeology 49: 19-38."
OSR_1113,Birka,Sweden,9,Adelsö,,59.33041667,17.54194444,8,-10.8,"Metagreywacke, mica schist, graphite- and / or sulphide-bearing schist, paragneiss, migmatite, quartzite, amphibolite",Volcanic/Metamorphic,Fiordland,Viking,F,unknown,Tooth,F7747,642,Jul-14,F3,U,F,-14.5,-3.8,27,18,18.2,16.6,-6.2,-5.7,13.8,14.6,0.7178,-4.6,-5.1,4.6,5.1,"Price TD, Arcini C, Gustin I, Drenzel L, and Kalmring S (2018). ""Isotopes and human burials at Viking Age Birka and the Mälaren region, east central Sweden."" Journal of Anthropological Archaeology 49: 19-38."
OSR_1114,Birka,Sweden,9,Adelsö,,59.33041667,17.54194444,8,-10.8,"Metagreywacke, mica schist, graphite- and / or sulphide-bearing schist, paragneiss, migmatite, quartzite, amphibolite",Volcanic/Metamorphic,Fiordland,Viking,F,unknown,Tooth,F9800,644:I,20–39,M4/5,M,M,-15.3,-6.4,24.3,15.3,15.4,13.9,-11.9,-10,4.2,7.4,0.7181,1.1,-0.8,-1.1,0.8,"Price TD, Arcini C, Gustin I, Drenzel L, and Kalmring S (2018). ""Isotopes and human burials at Viking Age Birka and the Mälaren region, east central Sweden."" Journal of Anthropological Archaeology 49: 19-38."
OSR_1115,Birka,Sweden,9,Adelsö,,59.33041667,17.54194444,8,-10.8,"Metagreywacke, mica schist, graphite- and / or sulphide-bearing schist, paragneiss, migmatite, quartzite, amphibolite",Volcanic/Metamorphic,Fiordland,Viking,F,unknown,Tooth,F7744,1036,1-Jun,1-Feb,U,U,-15.1,-6.1,24.6,15.6,15.7,14.2,-11.2,-9.5,5.3,8.2,0.7181,0.4,-1.3,-0.4,1.3,"Price TD, Arcini C, Gustin I, Drenzel L, and Kalmring S (2018). ""Isotopes and human burials at Viking Age Birka and the Mälaren region, east central Sweden."" Journal of Anthropological Archaeology 49: 19-38."
OSR_1116,Birka,Sweden,9,Adelsö,,59.33041667,17.54194444,8,-10.8,"Metagreywacke, mica schist, graphite- and / or sulphide-bearing schist, paragneiss, migmatite, quartzite, amphibolite",Volcanic/Metamorphic,Fiordland,Viking,F,unknown,Tooth,F6557,1030,20–39,M4/5,M,M,-16.1,-5.4,25.3,16.3,16.5,14.9,-9.7,-8.3,7.9,10.2,0.7185,-1.1,-2.5,1.1,2.5,"Price TD, Arcini C, Gustin I, Drenzel L, and Kalmring S (2018). ""Isotopes and human burials at Viking Age Birka and the Mälaren region, east central Sweden."" Journal of Anthropological Archaeology 49: 19-38."
OSR_1117,Birka,Sweden,9,Adelsö,,59.33041667,17.54194444,8,-10.8,"Metagreywacke, mica schist, graphite- and / or sulphide-bearing schist, paragneiss, migmatite, quartzite, amphibolite",Volcanic/Metamorphic,Fiordland,Viking,F,Petrous,Bone,F7739,141,U,Adult,U,F,,,,,,,,,,,0.7186,,,,,"Price TD, Arcini C, Gustin I, Drenzel L, and Kalmring S (2018). ""Isotopes and human burials at Viking Age Birka and the Mälaren region, east central Sweden."" Journal of Anthropological Archaeology 49: 19-38."
OSR_1118,Birka,Sweden,9,Adelsö,,59.33041667,17.54194444,8,-10.8,"Metagreywacke, mica schist, graphite- and / or sulphide-bearing schist, paragneiss, migmatite, quartzite, amphibolite",Volcanic/Metamorphic,Fiordland,Viking,F,unknown,Tooth,F7754,946,20–39,F4/F5,U,F,-15.2,-6.7,24,15,15.1,13.6,-12.6,-10.5,3,6.6,0.7189,1.8,-0.3,-1.8,0.3,"Price TD, Arcini C, Gustin I, Drenzel L, and Kalmring S (2018). ""Isotopes and human burials at Viking Age Birka and the Mälaren region, east central Sweden."" Journal of Anthropological Archaeology 49: 19-38."
OSR_1119,Birka,Sweden,9,Adelsö,,59.33041667,17.54194444,8,-10.8,"Metagreywacke, mica schist, graphite- and / or sulphide-bearing schist, paragneiss, migmatite, quartzite, amphibolite",Volcanic/Metamorphic,Fiordland,Viking,F,unknown,Tooth,F7748,804,20–39,M4,U,M,-15.9,-4.3,26.5,17.4,17.6,16,-7.3,-6.5,12,13.2,0.7189,-3.5,-4.3,3.5,4.3,"Price TD, Arcini C, Gustin I, Drenzel L, and Kalmring S (2018). ""Isotopes and human burials at Viking Age Birka and the Mälaren region, east central Sweden."" Journal of Anthropological Archaeology 49: 19-38."
OSR_1120,Birka,Sweden,9,Adelsö,,59.33041667,17.54194444,8,-10.8,"Metagreywacke, mica schist, graphite- and / or sulphide-bearing schist, paragneiss, migmatite, quartzite, amphibolite",Volcanic/Metamorphic,Fiordland,Viking,F,Petrous,Bone,F7735,114,40–59,U5,U,U,,,,,,,,,,,0.72,,,,,"Price TD, Arcini C, Gustin I, Drenzel L, and Kalmring S (2018). ""Isotopes and human burials at Viking Age Birka and the Mälaren region, east central Sweden."" Journal of Anthropological Archaeology 49: 19-38."
OSR_1121,Birka,Sweden,9,Adelsö,,59.33041667,17.54194444,8,-10.8,"Metagreywacke, mica schist, graphite- and / or sulphide-bearing schist, paragneiss, migmatite, quartzite, amphibolite",Volcanic/Metamorphic,Fiordland,Viking,F,Petrous,Bone,F7738,930,U,Adult,U,U,,,,,,,,,,,0.7201,,,,,"Price TD, Arcini C, Gustin I, Drenzel L, and Kalmring S (2018). ""Isotopes and human burials at Viking Age Birka and the Mälaren region, east central Sweden."" Journal of Anthropological Archaeology 49: 19-38."
OSR_1122,Birka,Sweden,9,Adelsö,,59.33041667,17.54194444,8,-10.8,"Metagreywacke, mica schist, graphite- and / or sulphide-bearing schist, paragneiss, migmatite, quartzite, amphibolite",Volcanic/Metamorphic,Fiordland,Viking,F,Petrous,Bone,F7763,620,20–39,M4/5,M,F,,,,,,,,,,,0.7209,,,,,"Price TD, Arcini C, Gustin I, Drenzel L, and Kalmring S (2018). ""Isotopes and human burials at Viking Age Birka and the Mälaren region, east central Sweden."" Journal of Anthropological Archaeology 49: 19-38."
OSR_1123,Birka,Sweden,9,Adelsö,,59.33041667,17.54194444,8,-10.8,"Metagreywacke, mica schist, graphite- and / or sulphide-bearing schist, paragneiss, migmatite, quartzite, amphibolite",Volcanic/Metamorphic,Fiordland,Viking,F,unknown,Tooth,F7745,770,Jul-14,F3,U,F,-16.2,-5.8,24.9,15.9,16,14.5,-10.6,-9,6.4,9.1,0.7225,-0.2,-1.8,0.2,1.8,"Price TD, Arcini C, Gustin I, Drenzel L, and Kalmring S (2018). ""Isotopes and human burials at Viking Age Birka and the Mälaren region, east central Sweden."" Journal of Anthropological Archaeology 49: 19-38."
OSR_1124,Birka,Sweden,9,Adelsö,,59.33041667,17.54194444,8,-10.8,"Metagreywacke, mica schist, graphite- and / or sulphide-bearing schist, paragneiss, migmatite, quartzite, amphibolite",Volcanic/Metamorphic,Fiordland,Viking,F,unknown,Tooth,F7741,638,20–39,F4/F5,U,F,-14.6,-6.2,24.5,15.5,15.6,14.1,-11.5,-9.6,4.9,8,0.7228,0.7,-1.2,-0.7,1.2,"Price TD, Arcini C, Gustin I, Drenzel L, and Kalmring S (2018). ""Isotopes and human burials at Viking Age Birka and the Mälaren region, east central Sweden."" Journal of Anthropological Archaeology 49: 19-38."
OSR_1125,Birka,Sweden,9,Adelsö,,59.33041667,17.54194444,8,-10.8,"Metagreywacke, mica schist, graphite- and / or sulphide-bearing schist, paragneiss, migmatite, quartzite, amphibolite",Volcanic/Metamorphic,Fiordland,Viking,F,Petrous,Bone,F7737,1015,U,Adult,U,F,,,,,,,,,,,0.7242,,,,,"Price TD, Arcini C, Gustin I, Drenzel L, and Kalmring S (2018). ""Isotopes and human burials at Viking Age Birka and the Mälaren region, east central Sweden."" Journal of Anthropological Archaeology 49: 19-38."
OSR_1126,Birka,Sweden,9,Adelsö,,59.33041667,17.54194444,8,-10.8,"Metagreywacke, mica schist, graphite- and / or sulphide-bearing schist, paragneiss, migmatite, quartzite, amphibolite",Volcanic/Metamorphic,Fiordland,Viking,F,unknown,Tooth,F9801 Uppland Adelsö Birka        ,644:02:00,20–39,F4/F5,F,F,-16.5,-3.6,27.2,18.2,18.4,16.8,-5.8,-5.4,14.6,15.2,0.7247,-5,-5.4,5,5.4,"Price TD, Arcini C, Gustin I, Drenzel L, and Kalmring S (2018). ""Isotopes and human burials at Viking Age Birka and the Mälaren region, east central Sweden."" Journal of Anthropological Archaeology 49: 19-38."
OSR_1127,Birka,Sweden,9,Adelsö,,59.33041667,17.54194444,8,-10.8,"Metagreywacke, mica schist, graphite- and / or sulphide-bearing schist, paragneiss, migmatite, quartzite, amphibolite",Volcanic/Metamorphic,Fiordland,Viking,F,unknown,Tooth,F6563,967,20–39,F4/F5,F?,F,-15,-5.9,24.8,15.8,15.9,14.4,-10.8,-9.2,6,8.8,0.7267,0,-1.6,0,1.6,"Price TD, Arcini C, Gustin I, Drenzel L, and Kalmring S (2018). ""Isotopes and human burials at Viking Age Birka and the Mälaren region, east central Sweden."" Journal of Anthropological Archaeology 49: 19-38."
OSR_1128,Birka,Sweden,9,Adelsö,,59.33041667,17.54194444,8,-10.8,"Metagreywacke, mica schist, graphite- and / or sulphide-bearing schist, paragneiss, migmatite, quartzite, amphibolite",Volcanic/Metamorphic,Fiordland,Viking,F,unknown,Tooth,F7751,557:I,20–39,F4/F5,F?,F,-15.5,-5.4,25.3,16.3,16.5,14.9,-9.7,-8.3,7.9,10.2,0.7267,-1.1,-2.5,1.1,2.5,"Price TD, Arcini C, Gustin I, Drenzel L, and Kalmring S (2018). ""Isotopes and human burials at Viking Age Birka and the Mälaren region, east central Sweden."" Journal of Anthropological Archaeology 49: 19-38."
OSR_1129,Birka,Sweden,9,Adelsö,,59.33041667,17.54194444,8,-10.8,"Metagreywacke, mica schist, graphite- and / or sulphide-bearing schist, paragneiss, migmatite, quartzite, amphibolite",Volcanic/Metamorphic,Fiordland,Viking,F,unknown,Tooth,F7740,643,20–39,M4,U,M,-15.6,-4.1,26.7,17.6,17.9,16.2,-6.8,-6.2,12.7,13.8,0.728,-4,-4.6,4,4.6,"Price TD, Arcini C, Gustin I, Drenzel L, and Kalmring S (2018). ""Isotopes and human burials at Viking Age Birka and the Mälaren region, east central Sweden."" Journal of Anthropological Archaeology 49: 19-38."
OSR_1130,Birka,Sweden,9,Adelsö,,59.33041667,17.54194444,8,-10.8,"Metagreywacke, mica schist, graphite- and / or sulphide-bearing schist, paragneiss, migmatite, quartzite, amphibolite",Volcanic/Metamorphic,Fiordland,Viking,F,unknown,Tooth,F7746,793,1-Jun,1-Feb,U,M?,-15.3,-6,24.7,15.7,15.8,14.3,-11,-9.3,5.6,8.5,0.7281,0.2,-1.5,-0.2,1.5,"Price TD, Arcini C, Gustin I, Drenzel L, and Kalmring S (2018). ""Isotopes and human burials at Viking Age Birka and the Mälaren region, east central Sweden."" Journal of Anthropological Archaeology 49: 19-38."
OSR_1131,Birka,Sweden,9,Adelsö,,59.33041667,17.54194444,8,-10.8,"Metagreywacke, mica schist, graphite- and / or sulphide-bearing schist, paragneiss, migmatite, quartzite, amphibolite",Volcanic/Metamorphic,Fiordland,Viking,F,unknown,Tooth,F9802,834,20–39,U4/5,U,U,-9.2,-5.3,25.4,16.4,16.6,15,-9.5,-8.2,8.2,10.5,0.7285,-1.3,-2.6,1.3,2.6,"Price TD, Arcini C, Gustin I, Drenzel L, and Kalmring S (2018). ""Isotopes and human burials at Viking Age Birka and the Mälaren region, east central Sweden."" Journal of Anthropological Archaeology 49: 19-38."
OSR_1132,Birka,Sweden,9,Adelsö,,59.33041667,17.54194444,8,-10.8,"Metagreywacke, mica schist, graphite- and / or sulphide-bearing schist, paragneiss, migmatite, quartzite, amphibolite",Volcanic/Metamorphic,Fiordland,Viking,F,Petrous,Bone,F9804,954,40–59,M5,M,F/M,,,,,,,,,,,0.7288,,,,,"Price TD, Arcini C, Gustin I, Drenzel L, and Kalmring S (2018). ""Isotopes and human burials at Viking Age Birka and the Mälaren region, east central Sweden."" Journal of Anthropological Archaeology 49: 19-38."
OSR_1133,Birka,Sweden,9,Adelsö,,59.33041667,17.54194444,8,-10.8,"Metagreywacke, mica schist, graphite- and / or sulphide-bearing schist, paragneiss, migmatite, quartzite, amphibolite",Volcanic/Metamorphic,Fiordland,Viking,F,unknown,Tooth,F9803,860b,20–39,F4/F5,U,F,-15.2,-5.3,25.4,16.4,16.6,15,-9.5,-8.2,8.2,10.5,0.7295,-1.3,-2.6,1.3,2.6,"Price TD, Arcini C, Gustin I, Drenzel L, and Kalmring S (2018). ""Isotopes and human burials at Viking Age Birka and the Mälaren region, east central Sweden."" Journal of Anthropological Archaeology 49: 19-38."
OSR_1134,Birka,Sweden,9,Adelsö,,59.33041667,17.54194444,8,-10.8,"Metagreywacke, mica schist, graphite- and / or sulphide-bearing schist, paragneiss, migmatite, quartzite, amphibolite",Volcanic/Metamorphic,Fiordland,Viking,F,unknown,Tooth,F7757,607:II,40–59,F5/6,U,F,-14.7,-6,24.7,15.7,15.8,14.3,-11,-9.3,5.6,8.5,0.7305,0.2,-1.5,-0.2,1.5,"Price TD, Arcini C, Gustin I, Drenzel L, and Kalmring S (2018). ""Isotopes and human burials at Viking Age Birka and the Mälaren region, east central Sweden."" Journal of Anthropological Archaeology 49: 19-38."
OSR_1135,Birka,Sweden,9,Adelsö,,59.33041667,17.54194444,8,-10.8,"Metagreywacke, mica schist, graphite- and / or sulphide-bearing schist, paragneiss, migmatite, quartzite, amphibolite",Volcanic/Metamorphic,Fiordland,Viking,F,Petrous,Bone,F9805,1053,20–39,M4,U,M,,,,,,,,,,,0.7309,,,,,"Price TD, Arcini C, Gustin I, Drenzel L, and Kalmring S (2018). ""Isotopes and human burials at Viking Age Birka and the Mälaren region, east central Sweden."" Journal of Anthropological Archaeology 49: 19-38."
OSR_1136,Birka,Sweden,9,Adelsö,,59.33041667,17.54194444,8,-10.8,"Metagreywacke, mica schist, graphite- and / or sulphide-bearing schist, paragneiss, migmatite, quartzite, amphibolite",Volcanic/Metamorphic,Fiordland,Viking,F,unknown,Tooth,F7756,865,20–39,M4/5,M,F/M,-16,-4.7,26.1,17,17.2,15.6,-8.2,-7.2,10.5,12.1,0.7323,-2.6,-3.6,2.6,3.6,"Price TD, Arcini C, Gustin I, Drenzel L, and Kalmring S (2018). ""Isotopes and human burials at Viking Age Birka and the Mälaren region, east central Sweden."" Journal of Anthropological Archaeology 49: 19-38."
OSR_1137,Birka,Sweden,9,Adelsö,,59.33041667,17.54194444,8,-10.8,"Metagreywacke, mica schist, graphite- and / or sulphide-bearing schist, paragneiss, migmatite, quartzite, amphibolite",Volcanic/Metamorphic,Fiordland,Viking,F,unknown,Tooth,F7750,962,15-19,M3/4,M,M,-15.8,-5.3,25.4,16.4,16.6,15,-9.5,-8.2,8.2,10.5,0.733,-1.3,-2.6,1.3,2.6,"Price TD, Arcini C, Gustin I, Drenzel L, and Kalmring S (2018). ""Isotopes and human burials at Viking Age Birka and the Mälaren region, east central Sweden."" Journal of Anthropological Archaeology 49: 19-38."
OSR_1138,Birka,Sweden,9,Adelsö,,59.33041667,17.54194444,8,-10.8,"Metagreywacke, mica schist, graphite- and / or sulphide-bearing schist, paragneiss, migmatite, quartzite, amphibolite",Volcanic/Metamorphic,Fiordland,Viking,F,unknown,Tooth,F6562,496,20–39,M4/5,M,M,-15.4,-5.2,25.5,16.5,16.7,15.1,-9.3,-8,8.6,10.7,0.7335,-1.5,-2.8,1.5,2.8,"Price TD, Arcini C, Gustin I, Drenzel L, and Kalmring S (2018). ""Isotopes and human burials at Viking Age Birka and the Mälaren region, east central Sweden."" Journal of Anthropological Archaeology 49: 19-38."
OSR_1139,Birka,Sweden,9,Adelsö,,59.33041667,17.54194444,8,-10.8,"Metagreywacke, mica schist, graphite- and / or sulphide-bearing schist, paragneiss, migmatite, quartzite, amphibolite",Volcanic/Metamorphic,Fiordland,Viking,F,unknown,Tooth,F7758,855,20–39,M4/5,M,F/M,-15.3,-3.9,26.9,17.9,18.1,16.5,-6.4,-5.9,13.5,14.4,0.7343,-4.4,-4.9,4.4,4.9,"Price TD, Arcini C, Gustin I, Drenzel L, and Kalmring S (2018). ""Isotopes and human burials at Viking Age Birka and the Mälaren region, east central Sweden."" Journal of Anthropological Archaeology 49: 19-38."
OSR_1140,Maaria Kärsämäki,Finland,6,Turku and Pori,,60.53664167,22.34527778,28,-11.7,"Proterozoic granodiorite, granite, gneiss, Amphibolite, Wiborgite and other plutonic/igneous formations",Volcanic/Metamorphic,Inland,6th-7th century,B-D,unknown,Tooth,7,,,,,,,,,,,,,,,,0.7292,,,,,"Price TD, Arcini C, Gustin I, Drenzel L, and Kalmring S (2018). ""Isotopes and human burials at Viking Age Birka and the Mälaren region, east central Sweden."" Journal of Anthropological Archaeology 49: 19-38."
OSR_1141,Sebbersund,Denmark,11,Ålborg,,56.96164444,9.56666667,4,-8.7,Pleistocene Glacial Till - ground and end moraine,Other,Coastal,11th-12th century AD,H,unknown,Tooth,F4687 ,200,Adult,Adult,F,F,,,,,,,,,,,0.70897,,,,,"Price TD, Nielsen JN, Frei KM, and Lynnerup N (2012). ""Sebbersund: isotopes and mobility in an 11th 12th c. AD Danish churchyard."" Journal of Archaeological Science 39:3714-3720."
OSR_1142,Sebbersund,Denmark,11,Ålborg,,56.96164444,9.56666667,4,-8.7,Pleistocene Glacial Till - ground and end moraine,Other,Coastal,11th-12th century AD,H,unknown,Tooth,F4683,267,Adult,Adult,M,M,,,,,,,,,,,0.7092,,,,,"Price TD, Nielsen JN, Frei KM, and Lynnerup N (2012). ""Sebbersund: isotopes and mobility in an 11th 12th c. AD Danish churchyard."" Journal of Archaeological Science 39:3714-3720."
OSR_1143,Sebbersund,Denmark,11,Ålborg,,56.96164444,9.56666667,4,-8.7,Pleistocene Glacial Till - ground and end moraine,Other,Coastal,11th-12th century AD,H,unknown,Tooth,F4686 ,367,Adult,Adult,U,U,,,,,,,,,,,0.7094,,,,,"Price TD, Nielsen JN, Frei KM, and Lynnerup N (2012). ""Sebbersund: isotopes and mobility in an 11th 12th c. AD Danish churchyard."" Journal of Archaeological Science 39:3714-3720."
OSR_1144,Sebbersund,Denmark,11,Ålborg,,56.96164444,9.56666667,4,-8.7,Pleistocene Glacial Till - ground and end moraine,Other,Coastal,11th-12th century AD,H,unknown,Tooth,F4681 ,199,Child,Juvenile,U,U,,,,,,,,,,,0.70944,,,,,"Price TD, Nielsen JN, Frei KM, and Lynnerup N (2012). ""Sebbersund: isotopes and mobility in an 11th 12th c. AD Danish churchyard."" Journal of Archaeological Science 39:3714-3720."
OSR_1145,Sebbersund,Denmark,11,Ålborg,,56.96164444,9.56666667,4,-8.7,Pleistocene Glacial Till - ground and end moraine,Other,Coastal,11th-12th century AD,H,unknown,Tooth,F4677,76,Child,Juvenile,U,U,,,,,,,,,,,0.70967,,,,,"Price TD, Nielsen JN, Frei KM, and Lynnerup N (2012). ""Sebbersund: isotopes and mobility in an 11th 12th c. AD Danish churchyard."" Journal of Archaeological Science 39:3714-3720."
OSR_1146,Sebbersund,Denmark,11,Ålborg,,56.96164444,9.56666667,4,-8.7,Pleistocene Glacial Till - ground and end moraine,Other,Coastal,11th-12th century AD,H,unknown,Tooth,F4680,188,Adult,Adult,M,M,,,,,,,,,,,0.70978,,,,,"Price TD, Nielsen JN, Frei KM, and Lynnerup N (2012). ""Sebbersund: isotopes and mobility in an 11th 12th c. AD Danish churchyard."" Journal of Archaeological Science 39:3714-3720."
OSR_1147,Sebbersund,Denmark,11,Ålborg,,56.96164444,9.56666667,4,-8.7,Pleistocene Glacial Till - ground and end moraine,Other,Coastal,11th-12th century AD,H,unknown,Tooth,F4489 ,231,Adult,Adult,M,M,,,,,,,,,,,0.71003,,,,,"Price TD, Nielsen JN, Frei KM, and Lynnerup N (2012). ""Sebbersund: isotopes and mobility in an 11th 12th c. AD Danish churchyard."" Journal of Archaeological Science 39:3714-3720."
OSR_1148,Sebbersund,Denmark,11,Ålborg,,56.96164444,9.56666667,4,-8.7,Pleistocene Glacial Till - ground and end moraine,Other,Coastal,11th-12th century AD,H,unknown,Tooth,F4685,342,Adult,Adult,M,M,,,,,,,,,,,0.7101,,,,,"Price TD, Nielsen JN, Frei KM, and Lynnerup N (2012). ""Sebbersund: isotopes and mobility in an 11th 12th c. AD Danish churchyard."" Journal of Archaeological Science 39:3714-3720."
OSR_1149,Sebbersund,Denmark,11,Ålborg,,56.96164444,9.56666667,4,-8.7,Pleistocene Glacial Till - ground and end moraine,Other,Coastal,11th-12th century AD,H,unknown,Tooth,F4676,44,Adult,Adult,F,F,,,,,,,,,,,0.71024,,,,,"Price TD, Nielsen JN, Frei KM, and Lynnerup N (2012). ""Sebbersund: isotopes and mobility in an 11th 12th c. AD Danish churchyard."" Journal of Archaeological Science 39:3714-3720."
OSR_1150,Sebbersund,Denmark,11,Ålborg,,56.96164444,9.56666667,4,-8.7,Pleistocene Glacial Till - ground and end moraine,Other,Coastal,11th-12th century AD,H,unknown,Tooth,F4490,315,Adult,Adult,M,M,,,,,,,,,,,0.71025,,,,,"Price TD, Nielsen JN, Frei KM, and Lynnerup N (2012). ""Sebbersund: isotopes and mobility in an 11th 12th c. AD Danish churchyard."" Journal of Archaeological Science 39:3714-3720."
OSR_1151,Sebbersund,Denmark,11,Ålborg,,56.96164444,9.56666667,4,-8.7,Pleistocene Glacial Till - ground and end moraine,Other,Coastal,11th-12th century AD,H,unknown,Tooth,F4484,73,Adult,Adult,M,M,,,,,,,,,,,0.71031,,,,,"Price TD, Nielsen JN, Frei KM, and Lynnerup N (2012). ""Sebbersund: isotopes and mobility in an 11th 12th c. AD Danish churchyard."" Journal of Archaeological Science 39:3714-3720."
OSR_1152,Sebbersund,Denmark,11,Ålborg,,56.96164444,9.56666667,4,-8.7,Pleistocene Glacial Till - ground and end moraine,Other,Coastal,11th-12th century AD,H,unknown,Tooth,F4486,125,Adult,Adult,M,M,,,,,,,,,,,0.71044,,,,,"Price TD, Nielsen JN, Frei KM, and Lynnerup N (2012). ""Sebbersund: isotopes and mobility in an 11th 12th c. AD Danish churchyard."" Journal of Archaeological Science 39:3714-3720."
OSR_1153,Sebbersund,Denmark,11,Ålborg,,56.96164444,9.56666667,4,-8.7,Pleistocene Glacial Till - ground and end moraine,Other,Coastal,11th-12th century AD,H,unknown,Tooth,F4679,85,Adult,Adult,U,U,,,,,,,,,,,0.71059,,,,,"Price TD, Nielsen JN, Frei KM, and Lynnerup N (2012). ""Sebbersund: isotopes and mobility in an 11th 12th c. AD Danish churchyard."" Journal of Archaeological Science 39:3714-3720."
OSR_1154,Sebbersund,Denmark,11,Ålborg,,56.96164444,9.56666667,4,-8.7,Pleistocene Glacial Till - ground and end moraine,Other,Coastal,11th-12th century AD,H,unknown,Tooth,F4684,284,Adult,Adult,U,U,,,,,,,,,,,0.71073,,,,,"Price TD, Nielsen JN, Frei KM, and Lynnerup N (2012). ""Sebbersund: isotopes and mobility in an 11th 12th c. AD Danish churchyard."" Journal of Archaeological Science 39:3714-3720."
OSR_1155,Sebbersund,Denmark,11,Ålborg,,56.96164444,9.56666667,4,-8.7,Pleistocene Glacial Till - ground and end moraine,Other,Coastal,11th-12th century AD,H,unknown,Tooth,F4682,225,Adult,Adult,M,M,,,,,,,,,,,0.71086,,,,,"Price TD, Nielsen JN, Frei KM, and Lynnerup N (2012). ""Sebbersund: isotopes and mobility in an 11th 12th c. AD Danish churchyard."" Journal of Archaeological Science 39:3714-3720."
OSR_1156,Sebbersund,Denmark,11,Ålborg,,56.96164444,9.56666667,4,-8.7,Pleistocene Glacial Till - ground and end moraine,Other,Coastal,11th-12th century AD,H,unknown,Tooth,F4487,192,Adult,Adult,F,F,,,,,,,,,,,0.71098,,,,,"Price TD, Nielsen JN, Frei KM, and Lynnerup N (2012). ""Sebbersund: isotopes and mobility in an 11th 12th c. AD Danish churchyard."" Journal of Archaeological Science 39:3714-3720."
OSR_1157,Sebbersund,Denmark,11,Ålborg,,56.96164444,9.56666667,4,-8.7,Pleistocene Glacial Till - ground and end moraine,Other,Coastal,11th-12th century AD,H,unknown,Tooth,F4488,225,Adult,Adult,M,M,,,,,,,,,,,0.71123,,,,,"Price TD, Nielsen JN, Frei KM, and Lynnerup N (2012). ""Sebbersund: isotopes and mobility in an 11th 12th c. AD Danish churchyard."" Journal of Archaeological Science 39:3714-3720."
OSR_1158,Sebbersund,Denmark,11,Ålborg,,56.96164444,9.56666667,4,-8.7,Pleistocene Glacial Till - ground and end moraine,Other,Coastal,11th-12th century AD,H,unknown,Tooth,F4678,74,Adult,Adult,F,F,,,,,,,,,,,0.71166,,,,,"Price TD, Nielsen JN, Frei KM, and Lynnerup N (2012). ""Sebbersund: isotopes and mobility in an 11th 12th c. AD Danish churchyard."" Journal of Archaeological Science 39:3714-3720."
OSR_1159,Sebbersund,Denmark,11,Ålborg,,56.96164444,9.56666667,4,-8.7,Pleistocene Glacial Till - ground and end moraine,Other,Coastal,11th-12th century AD,H,unknown,Tooth,F4485,101,Adult,Adult,M,M,,,,,,,,,,,0.71329,,,,,"Price TD, Nielsen JN, Frei KM, and Lynnerup N (2012). ""Sebbersund: isotopes and mobility in an 11th 12th c. AD Danish churchyard."" Journal of Archaeological Science 39:3714-3720."
OSR_1160,"Ridanäs, Gotland",Sweden,9,Gotland,,57.32950278,18.19666667,38,-10.5,"Silurian limatestone, shale, sandstone",Other,Island,7th-11th century AD,D-G,M1?,Tooth,2001,,40-50,F5,F,,,,,,,,,,,,0.71458,,,,,"Peschel EM, Carlsson D, Bethard J, and Beaudry MC (2017), ""Who resided in Ridanäs?: A study ofmobility on a Viking Age trading port
in Gotland, Sweden."" Journal of Archaeological Science: Reports 13: 175-184."
OSR_1161,"Ridanäs, Gotland",Sweden,9,Gotland,,57.32950278,18.19666667,38,-10.5,"Silurian limatestone, shale, sandstone",Other,Island,7th-11th century AD,D-G,M1?,Tooth,702,,27-50,M4/5,M,,,,,,,,,,,,0.713638,,,,,"Peschel EM, Carlsson D, Bethard J, and Beaudry MC (2017), ""Who resided in Ridanäs?: A study ofmobility on a Viking Age trading port
in Gotland, Sweden."" Journal of Archaeological Science: Reports 13: 175-184."
