Unique_ID,Site,Country,Country_Code,County,Region,Latitude,Longitude,Alt_(masl),Modelled_Mean_Annual_Precipitation_(MAP)_(‰),Underlying_Geology,Simplified_Geology,Environment,Date,Date_Category,Element_Sampled,Tissue_Age,Grave,Skeleton/Lab_ID,Sk_Age,Age_Category,Sex,Gender,Stature_(cm),Pathology,Grave_Goods,Number_of_Grave_Goods,Foreign_Objects,Grave_Orientation,Body_Position,Internment_Style,Distance_to_Nearest_Contemporary_Church_(km),d13C,d15N,Reference
CNB_1549,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,245,235,ma-old,M5/6,M,,,,,,,,,,12.4,-20.2,10.1,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1550,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,254,355,young,F3/4,F,,,,,,,,,,12.4,-20,9.5,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1551,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,255,309,ma,M5,M,,,,,,,,,,12.4,-20.5,10,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1552,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,261,449,y-ma,F4/5,F,,,,,,,,,,12.4,-20.6,10.6,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1553,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,266,570,ma-old,F5/6,F,,,,,,,,,,12.4,,,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1554,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,281,735,ma-old,F5/6,F,,,,,,,,,,12.4,-20.2,9.6,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1555,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,283,4440,ma,F5,F,,,,,,,,,,12.4,-20.6,9.8,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1556,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,291,759,old,M6,M,,,,,,,,,,12.4,-20,10,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1557,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,292,4600,ma,F5,F,,,,,,,,,,12.4,-20.4,11.4,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1558,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,295,708,young,M4,M,,,,,,,,,,12.4,-20.4,10.7,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1559,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,296,4561,young,M4,M,,,,,,,,,,12.4,-20.5,10.5,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1560,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,297,384,ma-old,M5/6,M,,,,,,,,,,12.4,-20.2,9.7,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1561,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,304,4531,ma-old,M5/6,M,,,,,,,,,,12.4,-20.2,9.5,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1562,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,Jun-18,308,4724,16-18,F3,F,,,,,,,,,,12.4,-20.1,9.4,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1563,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,309,808,ma,F5,F,,,,,,,,,,12.4,-20.1,9.8,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1564,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,312,4238,old,M6,M,,,,,,,,,,12.4,-20.1,10.4,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1565,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,317,4468,old,M6,M,,,,,,,,,,12.4,-20,10.2,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1566,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,318,799,ma?,F5,F,,,,,,,,,,12.4,-20.6,10.1,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1567,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,327,666,ma,F5,F,,,,,,,,,,12.4,-20.5,9.3,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1568,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,341,575,ma,F5,F,,,,,,,,,,12.4,-20.6,10.9,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1569,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,343,612,young,F3/4,F,,,,,,,,,,12.4,-20.1,9.2,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1570,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,361,4131,ma-old,M5/6,M,,,,,,,,,,12.4,-20.1,10,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1571,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,362,791,old,F6,F,,,,,,,,,,12.4,,,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1572,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,363,787,ma-old,F5/6,F,,,,,,,,,,12.4,-20.1,10.2,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1573,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,365,794,old,M6,M,,,,,,,,,,12.4,-20.1,9.7,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1574,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,Jun-17,403,748,16-17,M3,M,,,,,,,,,,12.4,-19.6,9.5,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1575,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,404,712,ma,M5,M,,,,,,,,,,12.4,-20.1,9.8,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1576,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,405,907,ma,F5,F,,,,,,,,,,12.4,-20.3,9.9,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1577,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,Oct-23,408,457,20-23,F4,F,,,,,,,,,,12.4,-20.2,10.6,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1578,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,409,600,old,F6,F,,,,,,,,,,12.4,-20.1,10,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1579,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,410,585,ma-old,M5/6,M,,,,,,,,,,12.4,-20.2,0,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1580,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,417,851,y-ma,F4/5,F,,,,,,,,,,12.4,-19.9,9.5,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1581,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,Oct-23,422,580,20-23,F4,F,,,,,,,,,,12.4,-20.4,9.8,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1582,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,429,333,y-ma,F4/5,F,,,,,,,,,,12.4,-20.3,10,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1583,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,440,318,y-ma,M4/5,M,,,,,,,,,,12.4,,,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1584,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,443,363,y-ma,M4/5,M,,,,,,,,,,12.4,-20.2,10.5,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1585,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,454,280,ma-old,M5/6,M,,,,,,,,,,12.4,-20.1,9.7,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1586,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,456,392,y-ma,M4/5,M,,,,,,,,,,12.4,-20.3,10.1,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1587,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,461,353,y-ma,M4/5,M,,,,,,,,,,12.4,-20.2,9.9,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1588,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,465,347,mature,M5/6,M,,,,,,,,,,12.4,-19.9,9.6,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1589,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,502,2,ma-old,F5/6,F,,,,,,,,,,12.4,-20.5,10,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1590,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,520,20,ma-old,F5/6,F,,,,,,,,,,12.4,-20.1,9.8,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1591,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,Oct-25,528,28,20-25,F4,F,,,,,,,,,,12.4,-20.2,9.5,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1592,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,15-30,531,31,25-30,M4,M,,,,,,,,,,12.4,-20.2,10.3,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1593,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,Oct-25,533,33,20-25,F4,F,,,,,,,,,,12.4,-20,10.1,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1594,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,400-600 A.D.,B/C,Long bone,0-29,ERL 104 4222,,18-29,M4,M,,,,,,,,,,12.4,-19.8,9.2,"Mays S, and Beavan N (2012). ""An investigation of diet in early Anglo-Saxon England using carbon and nitrogen stable isotope analysis of human bone collagen"". Journal of Archaeological Science 39(4): 867-874.Bayliss et al. (2013). Anglo-Saxon Graves and Grave Goods of the 6th and 7th Centuries AD: A Chronological Framework. The Society for Medieval Archaeology Monograph 33: London."
CNB_1595,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,Roman,A,Rib,,,86,,,,,,,,,,,,,12.4,-19.4,10.1,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1596,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,Roman,A,Rib,,,124,,,,,,,,,,,,,12.4,-19,9.6,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1597,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,Roman,A,Rib,,,168,,,,,,,,,,,,,12.4,-18.9,9.8,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1598,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,Roman,A,Rib,,,438,,,,,,,,,,,,,12.4,-19.2,9.7,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1599,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,Roman,A,Rib,,,655,,,,,,,,,,,,,12.4,-19.4,11.2,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1600,Lakenheath,England,14,Suffolk,East,52.40526,0.559262,8,-7.5,Cretaceous Chalk,Chalk,Inland,450-650,B-D,Rib,,,4222,Young,M4,M,,,,,,,,,,12.4,-20.2,10.1,Purcell R (2012). Social differentiation through diet: an isotopic study of Anglo-Saxon Lakenheath. Unpublished BA thesis. Cambridge: University of Cambridge. 
CNB_1601,Lankhills,England,14,Hampshire,Wessex,51.0802,-1.329695,82,-7,Cretaceous chalk,Chalk,Inland,Romano-British,A,Rib,0-1,8,LH001,0-6mos/10-12m,0,U,U,,Scurvy,N,0,0,WSW-ENE,"Semi-flexed, supine",Earth cut grave,,-19.7,9.6,"Cummings C and Hedges R (2010). ""Carbon and Nitrogen Stable Isotope Analyses"" in Booth et al. The Late Roman Cemetery at Lankhills, Winchester: Excavations 2000-2005. Oxford, Oxford Archaeology."
CNB_1602,Lankhills,England,14,Hampshire,Wessex,51.0802,-1.329695,82,-7,Cretaceous chalk,Chalk,Inland,Romano-British,A,Rib,20-40,12,LH026,30-40,M4/5,M,U,169.9,"Non-specific periostitis left and right
tibiae. Incomplete lumbarisation. Calculus, caries,
DEH",Hob-nail boots,1,1,WSW-ENE,Extended supine,Coffin,,-18.6,8.7,"Cummings C and Hedges R (2010). ""Carbon and Nitrogen Stable Isotope Analyses"" in Booth et al. The Late Roman Cemetery at Lankhills, Winchester: Excavations 2000-2005. Oxford, Oxford Archaeology."
CNB_1603,Lankhills,England,14,Hampshire,Wessex,51.0802,-1.329695,82,-7,Cretaceous chalk,Chalk,Inland,300-410,A,Rib,May-18,20,LH027,15-18,F3/4,F,F,,"Rickets. CRibra femora. CRibra orbitalia.
DEH, shovelling and calculus","2x Cu-alloy bracelet, 9x bone bracelet, Small pottery jar",12,9,W-E,Extended supine,Coffin,,-19.1,7.9,"Cummings C and Hedges R (2010). ""Carbon and Nitrogen Stable Isotope Analyses"" in Booth et al. The Late Roman Cemetery at Lankhills, Winchester: Excavations 2000-2005. Oxford, Oxford Archaeology."
CNB_1604,Lankhills,England,14,Hampshire,Wessex,51.0802,-1.329695,82,-7,Cretaceous chalk,Chalk,Inland,322-410 AD,A,Rib,25+,25,LH002,35-45+,M5,M,U,164.4,"Thoracic osteophytosis. Clavicle sternal joint osteophytosis. Healed periostitis left and right tibia. Ossified cartilage Rib, thyroid.","Coin. Nummus of Constantine I, Beata Tranquillitas,
Trier. AD 322 (as RIC VII, Trier 343).",1,1,WSW-ENE,Extended supine,Coffin,,-18.2,9.9,"Cummings C and Hedges R (2010). ""Carbon and Nitrogen Stable Isotope Analyses"" in Booth et al. The Late Roman Cemetery at Lankhills, Winchester: Excavations 2000-2005. Oxford, Oxford Archaeology."
CNB_1605,Lankhills,England,14,Hampshire,Wessex,51.0802,-1.329695,82,-7,Cretaceous chalk,Chalk,Inland,Romano-British,A,Rib,40+,55,LH028,50+,F6,F,U,156.6,"Osteophytosis, intervertebral disc disease and osteoarthritis spine. Healed fracture right distal ulna. CRibra orbitalia. Calculus, periodontal disease, lesion, caries",N,0,0,WNW-ESE,Extended supine,Coffin,,-18.9,9.4,"Cummings C and Hedges R (2010). ""Carbon and Nitrogen Stable Isotope Analyses"" in Booth et al. The Late Roman Cemetery at Lankhills, Winchester: Excavations 2000-2005. Oxford, Oxford Archaeology."
CNB_1606,Lankhills,England,14,Hampshire,Wessex,51.0802,-1.329695,82,-7,Cretaceous chalk,Chalk,Inland,Romano-British,A,Rib,16-35,61,LH029,26-35,F5,F,U,158,"Schmorl’s nodes. Button osteoma. Healed fracture right nasal bone and juvenile epiphyseal fracture of right distal humerus, resulting in malformation of limb. Right femur greater trochanter absent. Dental crowding, caries, DEH, calculus, periodontal disease. Sinusitis.",Hob-nail boots,1,1,SW-NE,Extended supine,Coffin,,-19.1,8,"Cummings C and Hedges R (2010). ""Carbon and Nitrogen Stable Isotope Analyses"" in Booth et al. The Late Roman Cemetery at Lankhills, Winchester: Excavations 2000-2005. Oxford, Oxford Archaeology."
CNB_1607,Lankhills,England,14,Hampshire,Wessex,51.0802,-1.329695,82,-7,Cretaceous chalk,Chalk,Inland,365-450 AD,A,Rib,0-14,74,LH003,Oct-14,U3,U,U,,"Non-specific periostitis left and right tibiae and left humerus. Caries, DEH",N,0,0,WNW-ESE,Extended supine,Coffin,,-19.5,8,"Cummings C and Hedges R (2010). ""Carbon and Nitrogen Stable Isotope Analyses"" in Booth et al. The Late Roman Cemetery at Lankhills, Winchester: Excavations 2000-2005. Oxford, Oxford Archaeology."
CNB_1608,Lankhills,England,14,Hampshire,Wessex,51.0802,-1.329695,82,-7,Cretaceous chalk,Chalk,Inland,300-350 AD,A,Rib,15-35,84,LH055,25-35,F5,F,F,161.7,"CRibra orbitalia. Non-specific infection left tibia. L5-S1 intervertebral disc disease. Caries, lesion, AMTL, calculus, periodontal disease",2x vessels,2,0,W-E,Extended supine,Coffin,,-19,9,"Cummings C and Hedges R (2010). ""Carbon and Nitrogen Stable Isotope Analyses"" in Booth et al. The Late Roman Cemetery at Lankhills, Winchester: Excavations 2000-2005. Oxford, Oxford Archaeology."
CNB_1609,Lankhills,England,14,Hampshire,Wessex,51.0802,-1.329695,82,-7,Cretaceous chalk,Chalk,Inland,Romano-British,A,Rib,35+,95,LH004,45+,M5/6,M,U,,Healed fracture right 1st metacarpal head and 1st proximal phalanx. Osteophytosis bilateral glenoid fossa.,Hob-nail boots,1,1,WSW-ENE,Extended supine,Earth cut grave,,-19.7,10,"Cummings C and Hedges R (2010). ""Carbon and Nitrogen Stable Isotope Analyses"" in Booth et al. The Late Roman Cemetery at Lankhills, Winchester: Excavations 2000-2005. Oxford, Oxford Archaeology."
CNB_1610,Lankhills,England,14,Hampshire,Wessex,51.0802,-1.329695,82,-7,Cretaceous chalk,Chalk,Inland,Romano-British,A,Rib,15-35,108,LH005,25-35,M4,M,U,165.8,"non-specific periostitis right tibia. DEH,
calculus, enamel pearl",N,0,0,WSW-ENE,Extended supine,Coffin,,-19.2,8,"Cummings C and Hedges R (2010). ""Carbon and Nitrogen Stable Isotope Analyses"" in Booth et al. The Late Roman Cemetery at Lankhills, Winchester: Excavations 2000-2005. Oxford, Oxford Archaeology."
CNB_1611,Lankhills,England,14,Hampshire,Wessex,51.0802,-1.329695,82,-7,Cretaceous chalk,Chalk,Inland,Romano-British,A,Rib,0-13,113,LH030,Sep-13,2/U3,U,U,,"Lesion, periodontal disease, DEH.",Hob-nail boots,1,1,WNW-ESE,Extended supine,Coffin,,-19.6,9.8,"Cummings C and Hedges R (2010). ""Carbon and Nitrogen Stable Isotope Analyses"" in Booth et al. The Late Roman Cemetery at Lankhills, Winchester: Excavations 2000-2005. Oxford, Oxford Archaeology."
CNB_1612,Lankhills,England,14,Hampshire,Wessex,51.0802,-1.329695,82,-7,Cretaceous chalk,Chalk,Inland,Romano-British,A,Rib,0-2,118,LH031,1-1.4,0,U,F,,,"2x bone bracelet, Cu-alloy bracelet, ?Necklace (26 beads mostly glass and amber)",4,3,WSW-ENE,Extended supine,Coffin,,-19.2,12.2,"Cummings C and Hedges R (2010). ""Carbon and Nitrogen Stable Isotope Analyses"" in Booth et al. The Late Roman Cemetery at Lankhills, Winchester: Excavations 2000-2005. Oxford, Oxford Archaeology."
CNB_1613,Lankhills,England,14,Hampshire,Wessex,51.0802,-1.329695,82,-7,Cretaceous chalk,Chalk,Inland,AD 270-350,A,Rib,Oct-30,119,LH032,20-30,F4/5,F,F,152.4,"Non-specific periostitis right tibia and fibula. Calculus, impaction upper left third molar",Pottery vessel,1,0,WSW-ENE,Extended supine,Coffin,,-19.4,9.5,"Cummings C and Hedges R (2010). ""Carbon and Nitrogen Stable Isotope Analyses"" in Booth et al. The Late Roman Cemetery at Lankhills, Winchester: Excavations 2000-2005. Oxford, Oxford Archaeology."
CNB_1614,Lankhills,England,14,Hampshire,Wessex,51.0802,-1.329695,82,-7,Cretaceous chalk,Chalk,Inland,Romano-British,A,Rib,26-45,134,LH056,36-45,M5,M,U,170.8,left hand 5th proximal phalanx head amputated. Calculus.,N,0,0,SW-NE,Extended supine,Coffin,,-19.3,8.9,"Cummings C and Hedges R (2010). ""Carbon and Nitrogen Stable Isotope Analyses"" in Booth et al. The Late Roman Cemetery at Lankhills, Winchester: Excavations 2000-2005. Oxford, Oxford Archaeology."
